exp_id,reading_times,number_of_fixations,fixation_duration,fixation_duration_div_syllable,fixation_duration_div_length,fixation_duration_diff,number_of_fixations_diff,reading_times_diff,y_pred,y_label
1145,0,0,0,0.0,0.0,0,0,0,1,1
965,1,1,1155,1155.0,192.5,-507,-3,-1,1,1
1011,0,0,0,0.0,0.0,-605,-2,-1,1,1
904,0,0,0,0.0,0.0,0,0,0,1,1
585,0,0,0,0.0,0.0,0,0,0,1,1
1129,1,1,222,111.0,44.4,-28,0,0,1,1
1014,1,1,452,452.0,113.0,-316,-2,-1,1,1
1074,2,2,654,654.0,327.0,-45,0,0,1,1
1149,1,1,527,527.0,175.66666666666666,199,0,0,1,1
590,1,1,235,235.0,235.0,-298,-1,0,1,1
1072,0,0,0,0.0,0.0,-1701,-5,-3,1,1
903,1,1,477,477.0,119.25,477,1,1,1,1
630,1,1,431,431.0,107.75,200,0,0,1,1
1149,1,1,201,100.5,25.125,201,1,1,1,1
903,0,0,0,0.0,0.0,0,0,0,1,1
941,1,2,662,331.0,82.75,322,1,0,1,1
641,0,0,0,0.0,0.0,-608,-2,-2,1,1
1146,0,0,0,0.0,0.0,-257,-1,-1,1,1
630,0,0,0,0.0,0.0,0,0,0,1,1
965,1,2,900,450.0,81.81818181818181,635,1,0,1,1
1144,0,0,0,0.0,0.0,0,0,0,1,1
1090,2,5,1657,828.5,276.1666666666667,1103,4,1,1,1
1074,2,2,537,268.5,89.5,-235,0,0,1,1
903,1,1,307,153.5,76.75,-215,0,0,1,1
1011,1,1,295,147.5,49.16666666666666,295,1,1,1,1
1144,0,0,0,0.0,0.0,-605,-2,-1,1,1
585,0,0,0,0.0,0.0,0,0,0,1,1
972,0,0,0,0.0,0.0,0,0,0,1,1
1144,0,0,0,0.0,0.0,0,0,0,1,1
641,1,1,205,205.0,102.5,-899,-2,0,1,1
1014,0,0,0,0.0,0.0,-368,-1,-1,1,1
970,1,1,356,356.0,89.0,0,0,0,1,1
1144,0,0,0,0.0,0.0,-318,-1,-1,1,1
597,1,1,607,607.0,101.16666666666669,118,0,0,1,1
585,0,0,0,0.0,0.0,0,0,0,1,1
1129,0,0,0,0.0,0.0,0,0,0,1,1
1146,0,0,0,0.0,0.0,0,0,0,1,1
1073,1,2,448,149.33333333333334,49.77777777777778,448,2,1,1,1
941,0,0,0,0.0,0.0,-705,-2,-1,1,1
1145,1,1,217,217.0,43.4,217,1,1,1,1
641,0,0,0,0.0,0.0,0,0,0,1,1
1090,1,3,1569,784.5,224.14285714285717,1173,2,0,1,1
904,0,0,0,0.0,0.0,-215,-1,-1,1,1
1072,1,1,261,261.0,43.5,-355,-1,0,1,1
903,1,2,487,487.0,81.16666666666667,487,2,1,1,1
1074,1,1,521,173.66666666666666,65.125,521,1,1,1,1
941,1,1,212,212.0,53.0,212,1,1,1,1
630,0,0,0,0.0,0.0,-236,-1,-1,1,1
1144,1,1,292,292.0,97.33333333333331,-361,0,0,1,1
598,0,0,0,0.0,0.0,0,0,0,1,1
1149,0,0,0,0.0,0.0,0,0,0,1,1
970,1,1,230,230.0,76.66666666666667,-80,0,0,1,1
903,3,4,1525,762.5,254.16666666666663,791,1,0,1,1
630,1,1,294,147.0,42.0,294,1,1,1,1
972,0,0,0,0.0,0.0,-3018,-5,-1,1,1
1144,1,2,1276,425.3333333333333,127.6,140,0,0,1,1
972,0,0,0,0.0,0.0,-849,-2,-1,1,1
970,2,2,467,467.0,467.0,-159,1,1,1,1
1091,0,0,0,0.0,0.0,0,0,0,1,1
585,0,0,0,0.0,0.0,0,0,0,1,1
970,1,1,326,163.0,54.333333333333336,326,1,1,1,1
590,1,2,1048,349.3333333333333,116.44444444444444,1048,2,1,1,1
630,0,0,0,0.0,0.0,-386,-1,-1,1,1
1014,2,4,1283,641.5,183.28571428571428,574,2,0,1,1
630,1,1,253,126.5,36.142857142857146,18,0,0,1,1
590,2,2,652,326.0,93.14285714285714,652,2,2,1,1
904,0,0,0,0.0,0.0,0,0,0,1,1
904,0,0,0,0.0,0.0,-214,-1,-1,1,1
1073,1,1,281,281.0,70.25,-68,0,0,1,1
1073,0,0,0,0.0,0.0,0,0,0,1,1
1014,1,1,224,224.0,112.0,224,1,1,1,1
630,0,0,0,0.0,0.0,0,0,0,1,1
585,1,1,1001,1001.0,333.6666666666667,785,0,0,1,1
598,0,0,0,0.0,0.0,-608,-2,-1,1,1
598,0,0,0,0.0,0.0,-500,-1,-1,1,1
1149,0,0,0,0.0,0.0,0,0,0,1,1
903,0,0,0,0.0,0.0,-487,-1,-1,1,1
970,0,0,0,0.0,0.0,0,0,0,1,1
1151,0,0,0,0.0,0.0,-473,-2,-2,1,1
970,2,4,1232,410.6666666666667,136.88888888888889,320,1,0,1,1
972,1,1,449,449.0,74.83333333333333,222,0,0,1,1
941,0,0,0,0.0,0.0,0,0,0,1,1
970,1,2,834,417.0,139.0,481,1,0,1,1
590,1,1,305,305.0,50.833333333333336,-229,0,0,1,1
972,1,1,647,647.0,215.66666666666663,647,1,1,1,1
1071,2,2,449,449.0,112.25,-8,0,1,1,1
598,1,1,306,306.0,102.0,-367,-2,-1,1,1
1146,0,0,0,0.0,0.0,0,0,0,1,1
903,2,3,1486,495.3333333333333,165.11111111111111,1258,2,1,1,1
1074,1,1,484,484.0,80.66666666666667,270,0,0,1,1
1071,2,4,1593,531.0,159.3,910,3,1,1,1
1071,2,2,536,268.0,67.0,-158,0,1,1,1
1014,1,1,564,188.0,56.4,564,1,1,1,1
904,0,0,0,0.0,0.0,0,0,0,1,1
1073,4,4,2205,1102.5,367.5,359,-1,1,1,1
585,1,1,246,82.0,30.75,-758,-1,0,1,1
1090,2,2,1209,1209.0,403.0,-1133,-4,-1,1,1
1145,1,2,777,388.5,129.5,777,2,1,1,1
970,0,0,0,0.0,0.0,-1106,-3,-1,1,1
1129,0,0,0,0.0,0.0,-837,-1,-1,1,1
1090,2,2,751,751.0,375.5,49,1,1,1,1
1146,0,0,0,0.0,0.0,0,0,0,1,1
1073,1,2,538,269.0,76.85714285714286,538,2,1,1,1
904,1,1,214,71.33333333333333,21.4,-651,-1,0,1,1
970,0,0,0,0.0,0.0,-594,-1,-1,1,1
585,0,0,0,0.0,0.0,0,0,0,1,1
1144,1,2,475,158.33333333333334,47.5,475,2,1,1,1
1144,1,2,886,443.0,126.57142857142856,674,1,0,1,1
1073,0,0,0,0.0,0.0,-231,-1,-1,1,1
1011,0,0,0,0.0,0.0,0,0,0,1,1
972,1,1,377,377.0,47.125,-649,-1,0,1,1
965,1,3,931,310.3333333333333,133.0,-360,0,0,1,1
1073,0,0,0,0.0,0.0,-448,-2,-1,1,1
972,1,1,296,148.0,42.285714285714285,-2156,-5,0,1,1
585,1,1,232,116.0,33.142857142857146,232,1,1,1,1
970,0,0,0,0.0,0.0,-458,-1,-1,1,1
904,1,2,667,222.33333333333331,83.375,667,2,1,1,1
1011,1,1,301,301.0,100.33333333333331,301,1,1,1,1
965,0,0,0,0.0,0.0,0,0,0,1,1
597,0,0,0,0.0,0.0,-567,-1,-1,1,1
1149,0,0,0,0.0,0.0,-503,-1,-1,1,1
1014,1,1,224,224.0,74.66666666666667,7,0,0,1,1
1149,1,1,223,111.5,31.857142857142858,-249,0,0,1,1
970,1,3,798,399.0,133.0,-567,0,-1,1,1
904,1,1,360,360.0,90.0,-180,0,0,1,1
1091,1,1,905,905.0,150.83333333333334,-444,-3,-1,1,1
904,1,2,750,375.0,107.14285714285714,750,2,1,1,1
1071,0,0,0,0.0,0.0,0,0,0,1,1
903,0,0,0,0.0,0.0,0,0,0,1,1
1151,1,1,283,283.0,141.5,-660,-1,-1,1,1
630,1,1,209,69.66666666666667,29.857142857142858,-2014,-3,-2,1,1
641,1,1,815,271.6666666666667,101.875,815,1,1,1,1
1014,0,0,0,0.0,0.0,-225,-1,-1,1,1
965,2,5,1957,652.3333333333334,217.44444444444449,1057,3,1,1,0
585,0,0,0,0.0,0.0,-575,-2,-1,1,1
1146,1,3,866,173.2,66.61538461538461,866,3,1,1,1
1071,2,2,686,686.0,171.5,686,2,2,1,1
1090,1,1,219,219.0,73.0,-397,0,0,1,1
630,1,1,714,714.0,142.8,26,0,0,1,1
590,1,1,202,101.0,33.666666666666664,202,1,1,1,0
1071,0,0,0,0.0,0.0,-525,-2,-1,1,1
1091,1,1,240,120.0,30.0,-162,0,0,1,1
1144,0,0,0,0.0,0.0,-1273,-3,-1,1,1
965,3,4,978,978.0,244.5,136,2,1,1,1
1090,1,1,239,239.0,47.8,-59,0,0,1,1
1011,0,0,0,0.0,0.0,0,0,0,1,1
1074,1,1,471,471.0,117.75,260,0,0,1,1
598,1,1,208,208.0,69.33333333333333,-9,0,0,1,1
1071,1,2,704,704.0,100.57142857142856,-66,0,0,1,1
641,2,2,560,560.0,186.66666666666663,209,1,1,1,1
1071,0,0,0,0.0,0.0,-451,-1,-1,1,1
970,1,3,1190,595.0,170.0,878,2,0,1,1
1151,2,6,1807,361.4,129.07142857142858,1807,6,2,1,1
1072,1,1,298,298.0,74.5,-1017,-2,0,1,1
1073,1,1,462,462.0,154.0,226,0,0,1,1
903,0,0,0,0.0,0.0,0,0,0,1,1
904,1,1,287,287.0,71.75,-272,0,0,1,1
1072,2,3,968,322.6666666666667,121.0,352,1,1,1,1
641,0,0,0,0.0,0.0,-473,-1,-1,1,1
941,1,1,211,211.0,211.0,-451,-1,0,1,1
1014,1,1,212,212.0,53.0,-260,0,0,1,1
1090,1,1,220,220.0,73.33333333333333,-115,0,0,1,1
585,3,3,1338,1338.0,669.0,461,0,1,1,1
1091,0,0,0,0.0,0.0,0,0,0,1,1
972,0,0,0,0.0,0.0,-536,-1,-1,1,1
1014,1,3,696,174.0,77.33333333333333,696,3,1,1,1
970,1,2,495,123.75,38.07692307692308,224,1,0,1,1
904,1,1,215,71.66666666666667,21.5,215,1,1,1,1
1014,2,2,915,915.0,228.75,309,1,1,1,1
1149,0,0,0,0.0,0.0,0,0,0,1,1
590,2,2,787,787.0,196.75,-1014,-3,-2,1,1
1071,0,0,0,0.0,0.0,0,0,0,1,1
1090,1,1,929,929.0,185.8,721,0,0,1,1
1072,5,5,1217,1217.0,405.6666666666667,-2524,-4,2,1,1
1151,1,1,944,944.0,236.0,720,0,0,1,1
1129,1,1,226,226.0,113.0,17,0,0,1,1
1129,1,2,473,236.5,67.57142857142857,260,1,0,1,1
1145,0,0,0,0.0,0.0,0,0,0,1,1
903,1,1,609,609.0,67.66666666666667,385,0,0,1,1
1129,1,1,219,73.0,24.33333333333333,219,1,1,1,1
904,1,1,205,102.5,29.285714285714285,205,1,1,1,1
641,2,3,1094,547.0,182.33333333333331,420,1,0,1,1
965,0,0,0,0.0,0.0,-204,-1,-1,1,1
904,0,0,0,0.0,0.0,0,0,0,1,1
1151,1,1,213,213.0,106.5,-481,-1,0,1,1
1074,0,0,0,0.0,0.0,0,0,0,1,1
1145,1,1,236,236.0,59.0,-168,0,0,1,1
590,0,0,0,0.0,0.0,0,0,0,1,1
585,2,3,753,251.0,94.125,337,1,0,1,1
1072,0,0,0,0.0,0.0,-770,-1,-1,1,1
1071,2,2,592,592.0,148.0,-156,0,1,1,1
630,1,1,730,730.0,182.5,730,1,1,1,1
1144,1,2,554,277.0,79.14285714285714,554,2,1,1,1
1090,3,3,1084,542.0,120.44444444444444,-586,0,0,1,1
904,2,3,1020,1020.0,255.0,233,0,-1,1,1
1149,1,1,328,328.0,82.0,328,1,1,1,1
970,1,1,325,325.0,54.16666666666666,-1130,-2,-1,1,1
1129,1,1,258,258.0,64.5,-583,-1,0,1,1
1072,0,0,0,0.0,0.0,-758,-2,-2,1,1
1129,1,1,373,186.5,37.3,-377,0,0,1,1
1145,0,0,0,0.0,0.0,-1258,-3,-2,1,1
941,0,0,0,0.0,0.0,-215,-1,-1,1,1
597,1,1,264,264.0,66.0,264,1,1,1,1
598,1,3,757,252.33333333333331,84.11111111111111,757,3,1,1,1
904,0,0,0,0.0,0.0,-475,-1,-1,1,1
1074,1,1,722,361.0,180.5,-217,0,0,1,1
972,0,0,0,0.0,0.0,-458,-1,-1,1,1
1145,1,1,207,207.0,34.5,207,1,1,1,1
904,0,0,0,0.0,0.0,0,0,0,1,1
1144,2,2,451,75.16666666666667,30.066666666666663,451,2,2,1,1
1151,0,0,0,0.0,0.0,0,0,0,1,1
1145,2,2,433,433.0,108.25,222,1,1,1,1
941,1,2,1073,268.25,97.54545454545456,740,1,0,1,0
1011,1,1,370,370.0,92.5,-10,0,0,1,1
597,1,3,786,262.0,78.6,79,2,0,1,1
1011,1,1,215,107.5,21.5,-378,0,0,1,1
903,0,0,0,0.0,0.0,0,0,0,1,1
630,1,1,528,528.0,132.0,184,0,0,1,1
1129,1,2,702,351.0,87.75,472,1,0,1,1
1011,3,5,1392,464.0,174.0,1392,5,3,1,1
972,1,1,396,396.0,396.0,169,0,0,1,1
1011,1,1,363,363.0,181.5,147,0,0,1,1
970,1,1,259,259.0,64.75,259,1,1,1,1
1129,1,2,722,240.66666666666663,103.14285714285714,722,2,1,1,1
972,0,0,0,0.0,0.0,-608,-2,-1,1,1
630,1,2,685,228.33333333333331,97.85714285714286,11,0,-1,1,1
1146,0,0,0,0.0,0.0,-295,-1,-1,1,1
1145,1,1,556,556.0,111.2,187,0,0,1,1
1144,1,1,631,210.33333333333331,78.875,140,-1,0,1,1
1129,1,1,227,227.0,75.66666666666667,227,1,1,1,1
970,1,2,425,212.5,70.83333333333333,-57,1,0,1,1
1151,0,0,0,0.0,0.0,0,0,0,1,1
598,0,0,0,0.0,0.0,0,0,0,1,1
630,0,0,0,0.0,0.0,-926,-1,-1,1,1
1151,1,2,469,156.33333333333334,46.9,469,2,1,1,1
590,2,2,504,504.0,504.0,-709,-1,-1,1,1
972,0,0,0,0.0,0.0,0,0,0,1,1
1090,1,1,686,686.0,343.0,-294,-1,0,1,1
1146,1,2,508,508.0,254.0,-244,-1,0,1,1
590,0,0,0,0.0,0.0,0,0,0,1,1
1149,0,0,0,0.0,0.0,0,0,0,1,1
1091,2,4,1268,422.6666666666667,158.5,21,2,0,1,1
1151,0,0,0,0.0,0.0,0,0,0,1,1
597,1,2,624,208.0,69.33333333333333,624,2,1,1,1
941,1,1,213,213.0,30.428571428571427,213,1,1,1,1
641,1,1,254,254.0,84.66666666666667,-91,0,0,1,1
1149,0,0,0,0.0,0.0,0,0,0,1,1
1149,0,0,0,0.0,0.0,-216,-1,-1,1,1
585,0,0,0,0.0,0.0,-1508,-4,-1,1,1
598,0,0,0,0.0,0.0,-599,-2,-1,1,1
630,1,1,289,144.5,41.285714285714285,289,1,1,1,1
597,1,1,684,342.0,97.71428571428572,100,0,0,1,1
1071,1,2,900,900.0,225.0,900,2,1,1,1
590,1,2,1004,502.0,111.55555555555556,491,0,-1,1,1
630,2,3,868,289.3333333333333,86.8,665,2,1,1,1
903,0,0,0,0.0,0.0,-785,-2,-1,1,1
903,1,2,706,353.0,78.44444444444444,706,2,1,1,1
1146,1,1,539,269.5,77.0,335,0,0,1,1
630,1,2,990,495.0,198.0,787,1,0,1,1
970,1,1,751,751.0,375.5,532,0,0,1,1
970,1,1,249,249.0,124.5,-103,0,0,1,1
903,0,0,0,0.0,0.0,0,0,0,1,1
1014,0,0,0,0.0,0.0,-479,-1,-1,1,1
630,1,1,319,319.0,106.33333333333331,319,1,1,1,1
1129,1,1,205,68.33333333333333,20.5,-355,-1,0,1,1
630,1,1,203,203.0,67.66666666666667,203,1,1,1,1
1151,0,0,0,0.0,0.0,0,0,0,1,1
1014,1,1,220,220.0,55.0,-348,-1,0,1,1
970,1,2,1719,429.75,132.23076923076923,1419,1,0,1,0
965,2,3,1073,1073.0,268.25,246,1,1,1,1
630,1,2,587,587.0,146.75,311,1,0,1,1
1074,2,3,1281,1281.0,427.0,1281,3,2,1,1
1072,0,0,0,0.0,0.0,0,0,0,1,1
641,2,2,816,408.0,136.0,596,1,1,1,1
1071,2,3,859,429.5,122.71428571428572,859,3,2,1,1
1151,1,1,227,113.5,37.833333333333336,-187,-1,-1,1,1
630,0,0,0,0.0,0.0,0,0,0,1,1
1129,1,1,472,472.0,157.33333333333334,472,1,1,1,1
903,3,10,2786,557.2,146.6315789473684,2503,9,2,0,1
1073,1,1,264,264.0,88.0,-247,0,0,1,1
970,0,0,0,0.0,0.0,-860,-2,-1,1,1
904,0,0,0,0.0,0.0,-594,-2,-1,1,1
1091,0,0,0,0.0,0.0,-913,-2,-1,1,1
904,0,0,0,0.0,0.0,-376,-1,-1,1,1
904,1,1,217,217.0,54.25,12,0,0,1,1
1149,1,1,235,235.0,58.75,235,1,1,1,1
1073,4,4,3149,3149.0,3149.0,1302,0,0,1,1
641,1,1,795,795.0,159.0,795,1,1,1,1
1011,1,2,585,292.5,83.57142857142857,585,2,1,1,1
1145,0,0,0,0.0,0.0,0,0,0,1,1
904,0,0,0,0.0,0.0,-251,-1,-1,1,1
641,2,2,436,145.33333333333334,39.63636363636363,-609,0,1,1,1
941,1,1,205,205.0,41.0,-263,0,0,1,1
1144,0,0,0,0.0,0.0,-1122,-3,-2,1,1
1074,6,6,1944,1944.0,486.0,-1981,-2,3,1,1
970,0,0,0,0.0,0.0,-863,-2,-2,1,1
1071,1,2,881,881.0,125.85714285714286,415,1,0,1,1
970,1,1,528,528.0,264.0,-267,0,0,1,1
630,1,1,292,292.0,73.0,-482,-1,0,1,1
965,2,4,1011,505.5,101.1,793,3,1,1,1
1072,0,0,0,0.0,0.0,-468,-1,-1,1,1
585,1,2,610,610.0,122.0,610,2,1,1,1
1149,1,2,560,280.0,70.0,560,2,1,1,1
1146,1,2,439,219.5,54.875,439,2,1,1,1
630,1,1,201,201.0,67.0,201,1,1,1,1
1011,1,1,233,58.25,17.923076923076923,233,1,1,1,1
641,1,1,481,481.0,120.25,-795,-2,-2,1,1
1129,1,1,334,334.0,111.33333333333331,129,0,0,1,1
1149,3,5,1471,490.3333333333333,133.72727272727272,1471,5,3,1,0
904,0,0,0,0.0,0.0,0,0,0,1,1
590,0,0,0,0.0,0.0,0,0,0,1,1
585,0,0,0,0.0,0.0,0,0,0,1,1
1144,0,0,0,0.0,0.0,-202,-1,-1,1,1
1011,1,1,260,86.66666666666667,43.333333333333336,-48,0,0,1,1
1149,1,1,472,472.0,472.0,472,1,1,1,1
585,0,0,0,0.0,0.0,-204,-1,-1,1,1
585,0,0,0,0.0,0.0,-591,-2,-1,1,1
972,0,0,0,0.0,0.0,-508,-1,-1,1,1
1145,0,0,0,0.0,0.0,0,0,0,1,1
972,0,0,0,0.0,0.0,-377,-1,-1,1,1
1074,0,0,0,0.0,0.0,-561,-2,-2,1,1
585,0,0,0,0.0,0.0,0,0,0,1,1
1090,2,2,578,578.0,144.5,73,1,1,1,1
1072,3,3,676,676.0,135.2,-960,0,1,1,1
630,1,1,1055,1055.0,263.75,495,0,0,1,1
585,1,1,580,193.33333333333331,64.44444444444444,580,1,1,1,1
1149,0,0,0,0.0,0.0,-735,-2,-1,1,1
965,0,0,0,0.0,0.0,-944,-2,-1,1,1
1149,1,1,366,91.5,28.153846153846157,366,1,1,1,0
585,1,2,798,798.0,114.0,-360,-1,-2,1,1
970,2,3,912,912.0,182.4,912,3,2,1,1
941,0,0,0,0.0,0.0,-770,-2,-1,1,1
1151,0,0,0,0.0,0.0,0,0,0,1,1
970,1,1,501,250.5,62.625,-121,0,0,1,1
1144,1,1,476,476.0,476.0,-149,0,0,1,1
965,0,0,0,0.0,0.0,-688,-2,-1,1,1
1071,0,0,0,0.0,0.0,-818,-2,-1,1,1
904,0,0,0,0.0,0.0,-467,-1,-1,1,1
1071,0,0,0,0.0,0.0,0,0,0,1,1
598,1,2,832,208.0,83.2,609,1,0,1,1
1145,0,0,0,0.0,0.0,0,0,0,1,1
585,0,0,0,0.0,0.0,-437,-1,-1,1,1
641,1,1,365,365.0,121.66666666666669,-273,-2,0,1,1
1145,1,1,291,291.0,72.75,291,1,1,1,1
965,0,0,0,0.0,0.0,0,0,0,1,1
1071,0,0,0,0.0,0.0,0,0,0,1,1
904,0,0,0,0.0,0.0,-355,-1,-1,1,1
630,1,1,367,367.0,73.4,-623,-1,0,1,1
970,0,0,0,0.0,0.0,-443,-1,-1,1,1
598,0,0,0,0.0,0.0,-1026,-1,-1,1,1
972,1,2,849,424.5,141.5,477,1,0,1,1
630,0,0,0,0.0,0.0,-2751,-7,-2,1,1
904,0,0,0,0.0,0.0,-478,-2,-1,1,1
1129,0,0,0,0.0,0.0,-431,-2,-1,1,1
1145,1,1,558,279.0,79.71428571428571,-659,-1,0,1,1
1151,0,0,0,0.0,0.0,0,0,0,1,1
590,1,1,1665,1665.0,333.0,1665,1,1,1,1
1090,1,1,512,170.66666666666666,85.33333333333333,18,-1,0,1,1
1145,1,1,361,361.0,180.5,-989,-3,-1,1,1
965,0,0,0,0.0,0.0,-525,-1,-1,1,1
1014,0,0,0,0.0,0.0,-1506,-3,-2,1,1
1149,0,0,0,0.0,0.0,-212,-1,-1,1,1
904,1,1,275,275.0,45.833333333333336,-95,0,0,1,1
597,1,2,793,396.5,88.11111111111111,584,1,0,1,1
1146,1,1,319,319.0,63.8,-622,-1,0,1,1
630,1,1,381,381.0,190.5,381,1,1,1,1
590,2,2,474,158.0,47.4,-1301,-2,-1,1,1
1145,0,0,0,0.0,0.0,-508,-1,-1,1,1
972,0,0,0,0.0,0.0,-725,-2,-1,1,1
941,0,0,0,0.0,0.0,-303,-1,-1,1,1
1011,0,0,0,0.0,0.0,-367,-1,-1,1,1
585,0,0,0,0.0,0.0,0,0,0,1,1
597,1,1,210,105.0,35.0,-220,-1,0,1,1
1014,1,1,229,229.0,76.33333333333333,229,1,1,1,1
1071,0,0,0,0.0,0.0,0,0,0,1,1
630,1,1,205,205.0,68.33333333333333,-594,-2,-1,1,1
1071,6,8,2329,1164.5,291.125,653,4,2,1,0
1071,0,0,0,0.0,0.0,0,0,0,1,1
590,2,2,691,345.5,115.16666666666669,430,1,1,1,1
590,1,2,680,340.0,97.14285714285714,680,2,1,1,1
598,0,0,0,0.0,0.0,-832,-2,-1,1,1
1072,0,0,0,0.0,0.0,-570,-1,-1,1,1
1151,0,0,0,0.0,0.0,0,0,0,1,1
1011,1,1,329,164.5,54.833333333333336,329,1,1,1,1
1011,1,1,358,179.0,44.75,-481,-1,0,1,1
598,1,1,326,326.0,108.66666666666669,-207,-1,0,1,1
1129,0,0,0,0.0,0.0,-513,-1,-1,1,1
1149,0,0,0,0.0,0.0,-216,-1,-1,1,1
1071,0,0,0,0.0,0.0,-1088,-2,-1,1,1
641,2,2,548,548.0,109.6,46,1,1,1,1
1074,1,1,208,104.0,34.666666666666664,208,1,1,1,1
1151,1,1,229,76.33333333333333,32.714285714285715,-586,0,0,1,1
1073,0,0,0,0.0,0.0,-1371,-3,-3,1,1
1151,1,2,1019,509.5,145.57142857142858,1019,2,1,1,1
585,1,2,1011,1011.0,252.75,1011,2,1,1,1
903,1,1,228,228.0,114.0,228,1,1,1,1
630,1,1,670,335.0,95.71428571428572,670,1,1,1,1
1151,0,0,0,0.0,0.0,0,0,0,1,1
1151,0,0,0,0.0,0.0,-415,-2,-1,1,1
904,1,1,221,73.66666666666667,22.1,221,1,1,1,1
641,1,1,210,105.0,30.0,-9,0,0,1,1
941,1,1,310,310.0,103.33333333333331,62,0,0,1,1
641,3,3,1407,351.75,140.7,294,0,0,1,1
1151,1,1,211,211.0,70.33333333333333,-1123,-1,0,1,1
1090,1,2,926,463.0,154.33333333333334,-52,-1,0,1,1
1071,0,0,0,0.0,0.0,-865,-2,-1,1,1
903,1,1,200,200.0,40.0,200,1,1,1,1
641,1,1,345,345.0,86.25,345,1,1,1,1
630,0,0,0,0.0,0.0,-268,-1,-1,1,1
1072,0,0,0,0.0,0.0,-952,-4,-4,1,1
1091,1,1,554,554.0,277.0,337,0,0,1,1
641,0,0,0,0.0,0.0,-895,-2,-1,1,1
1129,0,0,0,0.0,0.0,0,0,0,1,1
1151,1,1,200,200.0,200.0,-20,0,0,1,1
941,1,1,247,247.0,61.75,42,0,0,1,1
1011,2,2,879,879.0,293.0,-474,-1,0,1,1
941,1,2,1020,1020.0,145.71428571428572,1020,2,1,1,1
1014,0,0,0,0.0,0.0,0,0,0,1,1
970,0,0,0,0.0,0.0,0,0,0,1,1
1151,0,0,0,0.0,0.0,-486,-2,-1,1,1
904,1,1,205,205.0,102.5,205,1,1,1,1
972,1,5,3018,603.6,232.15384615384616,3018,5,1,0,0
1149,0,0,0,0.0,0.0,0,0,0,1,1
1149,0,0,0,0.0,0.0,0,0,0,1,1
903,1,1,507,507.0,169.0,175,0,0,1,1
1129,0,0,0,0.0,0.0,-499,-1,-1,1,1
1091,1,1,878,439.0,175.6,184,0,0,1,1
1071,1,2,472,472.0,236.0,-109,1,0,1,1
590,0,0,0,0.0,0.0,-592,-2,-2,1,1
1145,0,0,0,0.0,0.0,-222,-1,-1,1,1
903,1,1,560,560.0,280.0,-1130,-4,-1,1,1
1146,0,0,0,0.0,0.0,-473,-1,-1,1,1
904,1,1,378,378.0,189.0,378,1,1,1,1
1072,1,1,374,187.0,62.333333333333336,-864,-1,0,1,1
965,0,0,0,0.0,0.0,-475,-1,-1,1,1
598,1,1,380,126.66666666666669,47.5,-473,0,0,1,1
1149,0,0,0,0.0,0.0,-724,-3,-1,1,1
903,0,0,0,0.0,0.0,0,0,0,1,1
590,0,0,0,0.0,0.0,0,0,0,1,1
965,0,0,0,0.0,0.0,0,0,0,1,1
1145,0,0,0,0.0,0.0,0,0,0,1,1
1129,0,0,0,0.0,0.0,0,0,0,1,1
1072,1,1,215,215.0,71.66666666666667,-1057,-2,-1,1,1
1011,1,1,513,513.0,102.6,138,0,0,1,1
1071,1,2,742,742.0,371.0,171,0,0,1,1
941,1,1,252,126.0,50.4,-474,-1,0,1,1
1074,0,0,0,0.0,0.0,-522,-1,-1,1,1
1149,0,0,0,0.0,0.0,-214,-1,-1,1,1
1072,1,1,545,545.0,272.5,332,0,0,1,1
1090,2,3,1305,1305.0,326.25,-1922,-1,-1,1,1
1074,0,0,0,0.0,0.0,-551,-2,-1,1,1
1144,0,0,0,0.0,0.0,0,0,0,1,1
1014,1,1,227,227.0,113.5,227,1,1,1,1
1091,1,1,441,441.0,147.0,-198,-1,0,1,1
1073,1,2,459,229.5,76.5,57,1,0,1,1
941,1,2,511,255.5,73.0,511,2,1,1,1
903,0,0,0,0.0,0.0,-1524,-4,-2,1,1
1073,1,2,619,309.5,77.375,619,2,1,1,1
1073,0,0,0,0.0,0.0,-408,-1,-1,1,1
630,2,4,1927,1927.0,385.4,1636,3,1,1,1
1144,1,1,250,250.0,62.5,-440,-1,0,1,1
1073,0,0,0,0.0,0.0,0,0,0,1,1
1011,0,0,0,0.0,0.0,-1129,-2,-1,1,1
904,1,1,300,150.0,50.0,300,1,1,1,1
1014,1,1,391,391.0,97.75,41,0,0,1,1
590,2,2,756,756.0,189.0,367,1,1,1,1
941,1,1,228,76.0,32.57142857142857,-3,0,0,1,1
641,0,0,0,0.0,0.0,-204,-1,-1,1,1
641,1,2,635,211.66666666666663,63.5,26,0,0,1,1
904,0,0,0,0.0,0.0,0,0,0,1,1
598,0,0,0,0.0,0.0,-710,-2,-1,1,1
965,1,1,475,475.0,237.5,-95,0,0,1,1
1090,1,1,420,420.0,140.0,420,1,1,1,1
597,1,3,1028,514.0,146.85714285714286,1028,3,1,1,1
598,1,1,247,247.0,123.5,247,1,1,1,1
1072,2,4,1611,402.75,146.45454545454547,595,1,0,1,0
1011,0,0,0,0.0,0.0,-236,-1,-1,1,1
590,1,1,764,764.0,382.0,764,1,1,1,1
904,1,1,230,230.0,76.66666666666667,25,0,0,1,1
1144,1,1,460,460.0,115.0,14,0,0,1,1
